Date,Open,High,Low,Close,Volume
07/01/2000,220.8200073,223.5500031,216.7100067,222.7700043,200856295
14/01/2000,228.5500031,229,217.4799957,220.8200073,179069179
21/01/2000,226.7599945,232.9199982,223.8910065,229,209486001
28/01/2000,225.7200012,228.3399963,223.0399933,226.8399963,188124897
04/02/2000,216.0700073,226.8269958,215.6000061,226.0500031,214898250
11/02/2000,199.0899963,216.7799988,196,216.2400055,342088289
18/02/2000,216.9600067,225.6000061,215.75,219.8600006,296061436
25/02/2000,227.0099945,227.7799988,214.6199951,217.9600067,242932215
03/03/2000,236.4799957,237.2299957,222.2700043,224.3099976,278397452
10/03/2000,227.0899963,233.0800018,223.25,230.5399933,287640514
17/03/2000,212.0899963,226.4499969,211.9199982,226.3399963,216231316
24/03/2000,207.6999969,216.0700073,206.5899963,210.6199951,282205036
31/03/2000,213.3699951,218.9499969,207.1100006,207.4900055,506265358
07/04/2000,196.8999939,220.1999969,192.1499939,212.4900055,635755143
14/04/2000,192.8999939,196.9400024,192.5200043,196.8899994,245994434
20/04/2000,191.5099945,193,189.1000061,192.25,230454285
28/04/2000,189.3249969,192.822998,186.625,189.9799957,208652122
05/05/2000,185.4349976,191.0950012,184.6199951,189.8699951,288966571
12/05/2000,182.3540039,185.0899963,180.4199982,183.0500031,300674993
19/05/2000,173.3699951,187,169.1100006,183.3800049,441926366
26/05/2000,165.5149994,171.3399963,164.7700043,169.3000031,241302722
02/06/2000,175.3600006,176.6300049,164.0749969,165,309416498
09/06/2000,169.0299988,178.3600006,167.1100006,176.5500031,322327219
16/06/2000,171.1900024,171.9199982,168.2299957,169.5800018,239070908
23/06/2000,170.5650024,173.6000061,169.4499969,171.4799957,237622732
30/06/2000,175.5700073,178.6699982,170.0599976,172.2799988,326340824
07/07/2000,173,174.3699951,170.2899933,172.6199951,143094566
14/07/2000,176.1499939,176.8999939,168.4949951,170.7299957,293210969
21/07/2000,182.2400055,183.9230042,177.3800049,179.6600037,354385890
28/07/2000,181.7899933,185.0399933,180,182.5200043,192607112
04/08/2000,188.4149933,188.6699982,181.3500061,182.3099976,268128941
11/08/2000,188.1499939,191.0500031,185.8399963,188.8500061,252715796
18/08/2000,192.0099945,192.1999969,179.25,185.8500061,325909883
25/08/2000,192.3000031,196.3800049,191.9400024,192.4199982,255536895
01/09/2000,182.1600037,191.9499969,180.3000031,191.5599976,259829213
08/09/2000,182.0850067,187.0500031,181.5,185.9199982,211114055
15/09/2000,187.1499939,188.4400024,180.1699982,181.1799927,275266365
22/09/2000,193.6100006,194.6600037,191.0899963,192.5299988,153729037
29/09/2000,196.0899963,197.6799927,192.9700012,193.6000061,232340846
06/10/2000,193.1100006,199.6199951,191.4199982,197.5700073,379414755
13/10/2000,190,195.9900055,187.4600067,195.7100067,222096213
20/10/2000,189.9199982,192.0899963,188.1900024,191.2400055,216481441
27/10/2000,189.8899994,192.9299927,189.25,189.9700012,130373097
03/11/2000,185.8200073,190.9600067,184.2100067,189.6900024,262880715
10/11/2000,176.3800049,186.5650024,176.2100067,186.3999939,303653020
17/11/2000,169,177.7799988,167.9100037,176.6499939,197894865
24/11/2000,170.9900055,174.0099945,165.6699982,168.2200012,76547143
01/12/2000,176.6199951,179.0599976,172.6450043,172.8800049,76755315
