Date,Open,High,Low,Close,Volume
31/01/2000,228.5500031,229,216.7100067,222.7700043,379925474
29/02/2000,224.3699951,232.9199982,196,229,1122666993
31/03/2000,212.0899963,237.2299957,211.9199982,222.0800018,1153193377
28/04/2000,192.8999939,220.1999969,192.1499939,210.6199951,1670219971
31/05/2000,169.5800018,193,169.1100006,192.25,1336570142
30/06/2000,171.1900024,178.3600006,164.0749969,170.3300018,1246221542
31/07/2000,179.5500031,180.5299988,168.4949951,171.4799957,1073832173
31/08/2000,183.9850006,191.0500031,179.25,180.75,1161711745
29/09/2000,187.1499939,196.3800049,180.1699982,184.3999939,1160219323
31/10/2000,190.3300018,199.6199951,187.4600067,192.5299988,1033285674
30/11/2000,171,192.9299927,170.1300049,189.9499969,1040578051
29/12/2000,171.2200012,182.3399963,165.6699982,170.7700043,501619737
31/01/2001,189.4850006,189.9799957,167.6199951,171.2100067,1337873796
28/02/2001,196.2350006,196.7299957,171.9600067,187.8699951,1323817340
30/03/2001,193.7799988,198.2299957,186.6000061,196.4499969,996368613
30/04/2001,177.6999969,194.4799957,176.9309998,193.9700012,1297863403
31/05/2001,169.2799988,179.3500061,164.3099976,177.25,1275364523
29/06/2001,164.2700043,169.8500061,159.7799988,169.6799927,969776368
31/07/2001,146.8300018,165,143.8999939,164.8999939,1520461315
31/08/2001,143.9700012,157.3800049,141.3200073,147.4100037,1307294493
28/09/2001,130.2799988,147.2299957,124.1699982,144.2899933,1443652725
31/10/2001,148.2100067,150.9199982,125.8700027,129.9299927,1675731304
30/11/2001,155.0800018,155.4499969,134.3800049,148.0299988,1724948219
31/12/2001,138.2100067,157.5,134.3699951,153.3399963,1868381344
31/01/2002,156.6399994,164.2599945,138,138.1999969,2084775201
28/02/2002,161.0099945,176.1499939,157.1399994,157.2200012,1510324936
28/03/2002,136.0399933,163.6300049,135.6600037,162.5099945,1447364668
30/04/2002,149.8999939,151.7400055,129.0399933,136.7200012,1749297959
31/05/2002,156.7100067,166.4799957,132.6100006,148.8399963,2401040455
28/06/2002,174.0299988,178.4900055,155.3800049,157.6499939,1687873175
31/07/2002,164.6950073,179.6100006,150.1000061,174.6100006,2180882413
30/08/2002,174.0099945,176.6499939,152,165.1199951,1629275348
30/09/2002,177.8300018,182.9400024,154.6999969,174.7799988,2109283280
31/10/2002,167.4799957,182.1300049,157.8000031,177.5700073,2445627956
29/11/2002,148.9850006,165.6999969,147.4799957,165.3000031,1691028845
31/12/2002,141.8999939,153.1649933,138.2700043,149.8000031,1565079040
31/01/2003,152.8300018,157.2599945,141.2700043,141.5,1797948421
28/02/2003,146.3600006,153.4900055,144.5,151.8300018,1463302097
31/03/2003,136.6000061,150,135.7599945,145.8600006,1919127917
30/04/2003,125.0800018,137.4100037,123.1299973,136.9600067,1606590029
30/05/2003,132.0399933,134.0700073,122.25,124.6100006,1711935110
30/06/2003,123.6600037,137.0700073,122.4899979,131.4600067,1889956694
31/07/2003,123.75,128.7200012,116.2099991,122.1500015,2650845211
29/08/2003,133.75,137.8769989,118.3899994,121.2600021,1834022593
30/09/2003,133.5200043,145.0899963,126.3820038,131.9600067,2240876988
31/10/2003,121.0100021,138.7890015,120.0100021,132.6900024,2323295253
28/11/2003,109.1100006,121.9899979,107.3199997,119.0500031,2123372382
31/12/2003,117.6399994,125.3899994,107.7200012,108.8600006,2895317580
30/01/2004,132.7599945,137.9799957,103.0999985,115.8099976,3886793083
27/02/2004,108.1999969,131,107.8929977,129.0399933,4070343744
31/03/2004,91.27999878,106.4150009,89.14499664,106.2600021,3020454756
30/04/2004,79.4375,93.09500122,79.30249786,91.19999695,3243603560
28/05/2004,71.5625,81.05999756,71.46250153,79.48500061,2806640088
30/06/2004,61.625,73.63249969,59.22499847,73.44999695,3266123232
30/07/2004,70.56999969,76,53.15250015,63.57249832,6281326928
31/08/2004,76.07499695,81.80500031,64.09249878,68.33999634,3020892924
30/09/2004,74.05999756,81.96250153,73.1875,77.37750244,2940051432
29/10/2004,66.81749725,73.49250031,64.07250214,73.41249847,2395485460
30/11/2004,62.38499832,67,62.29000092,66.8125,1795689012
31/12/2004,56.26750183,62.4375,53.78300095,62.18999863,2490606800
31/01/2005,51.60749817,56.60499954,51.05500031,55.99250031,2189633952
28/02/2005,53.47499847,54.50749969,48.14500046,52.18500137,2732009500
31/03/2005,50.79249954,55.34249878,49.60250092,53.25999832,1895828484
29/04/2005,43.90000153,50.39250183,42.56750107,49.47999954,2060875072
31/05/2005,52.47000122,53.82749939,43.74750137,43.76750183,2957826292
30/06/2005,47.90999985,52.11999893,47.09500122,50.16749954,2024471248
29/07/2005,43.56999969,49.42250061,42.375,47.48749924,2603925536
31/08/2005,41.74000168,43.96749878,41.48249817,43.28749847,1890162892
30/09/2005,38.72249985,42.25,35.5,41.61000061,3312396716
31/10/2005,46.11500168,46.23500061,36.64749908,39.43500137,3595668028
30/11/2005,54.76250076,55.59000015,42.56499863,44.64500046,3845287788
30/12/2005,56.98749924,58.36750031,51.52249908,54.71500015,3158992272
31/01/2006,57.10250092,57.41749954,53.82500076,56.43500137,2715888160
